text,language,
Raxit shetty uvarige ondu namaskar ide tara uvaru kannad film madali uvar comedy tumba chennagide.,kannanda,
Super Guru neenu,kannanda,
Miikaaaaa Instagramers roast next Anna,kannanda,
ಅಧ್ಬುತ ಶೆಟ್ರೆ ‌...ಮಾಯಲೋಕದ ಕಿನ್ನರನೋ,kannanda,
@Nandi Parthasarathi balegar bale bale 🤣🤣🤣 matte ninna akkna minda kano nanu mindri magne randi maga ninu bere heros bagge kettadagi comments madodu bidu navu yaru tantegu hoglla boss tantege bandre gottala,kannanda,
@twisted formals nin amman yako lowda nkn dboss tus patakinin obba sule maga,kannanda,
Promotion heg madodo anta kaliri,kannanda,
Maga super song,kannanda,
ಜನರನ್ನು ಮೂರ್ಖರನಗಿಸೋ ವಿಡಿಯೋ ಇದು ಯಾರೂ ಕೂಡ ನಂಬಬೇಡಿ ಒಬ್ಬ ವ್ಯಕ್ತಿ 5000 ವರ್ಷ ಬದುಕುವುದು ಸಾಧ್ಯವಾ   ನಿಮ್ಮಗೆ ನೀವೇ ಪ್ರಶ್ನೆ ಮಾಡಿಕೊಳ್ಳಿ.,kannanda,
ಜೈ ಡಿ ಬಾಸ್ ರಾಯಚೂರಿನ ಅಭಿಮಾನಿಗಳ ವತಿಯಿಂದ All the best,kannanda,
Super song vj,kannanda,
ಹಿಂದಿ ಹಾಡು ಯಾವಾಗ..??,kannanda,
Togari thipan hasya chataki supar,kannanda,
Namma deshanu china thara aitu andre  badatanane erala sir..,kannanda,
2nd time yaar nodtha ideera,kannanda,
Super sang guru,kannanda,
Thankz bro troll alla bro Roast,kannanda,
@Manohar Hiremath ನೀನ್ತಾನೆ ಉರ್ಕೊಂಡು ತಡ್ಕಳ್ಳೊಕ್ಕೆ ಆಗ್ತಾಯಿಲ್ವಲ್ಲ ಹಚ್ಕೊ,kannanda,
Super video,kannanda,
100 times correct,kannanda,
Hats off to News channel .nಅದ್ಭುತವಾದ ವ್ಯಕ್ತಿಯನ್ನು ಪರಿಚಯಿಸಿದ್ದಕ್ಕೆ.,kannanda,
Howdu bro app uninstall madudrea avrig amount hogodu kamiagutea plzzzzz uninstall Madi beavarce appp Adu thuuuuu,kannanda,
31 M,kannanda,
@Nightwatchman Tamil nadavrige gottu Sudeep bagge neen Yav thukali anta nin mat keltare.,kannanda,
super togari tippa,kannanda,
Diya thumba chennagide ondu olle prayathna movie kone vargu sinimada ondu bhagavagi ondu olle feeling nalli movie na nodthidde but kone seen nijakku ishata aglilla tragidi ishtondu bekitta ellara manisige ishta ada adi na sayisbekitta so last seen nodida thakshna alliyavaregu idda feel pat antha Maya agi edenu heeg madudru ansuthe,kannanda,
Nice bro jai D boss,kannanda,
sp song jai D. Boss,kannanda,
Hands up    matte song kelbeku anta ansorige,kannanda,
ನೀ ಬೆಳಿಬೇಕು ರಸ್ಮಿಕ ನಿನ್ನ ನೋಡಿ ಉರ್ಕೋಬೇಕು,kannanda,
ತುಂಬಾ  ಸಂತೋಷ ಆಯಿತು  ಸರ್  25 ವರ್ಷದ  ಹಿಂದೆ  ತೊಗರಿ ತಿಪ್ಪನ ಕತೆ  ಕೇಳಿದ್ದು  ನೆನಪಾಯಿತು,kannanda,
JACK SPARROW R S,kannanda,
All the best n      Yella  kannadigana paravagi nYella nataru nammavare,kannanda,
@TROLL MONSTER_KANNADA nin Amman sule maga me Yello majestic Alli,kannanda,
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,kannanda,
ಪ್ರಪಂಚವನ್ನೇ ನಡುಗಿಸುತ್ತಿರುವ ಉಗ್ರವಾದ ಕರೋನಾಗೆ ಶಾಕ್!!nರೂ.50,kannanda,
@TROLL MONSTER_KANNADA bari nim amma matra kodadu yakadre nim amma hutt dagar adikke nin na hetirodh,kannanda,
ರಾಜಕಾರಣಿ ಗಳಿಂದ ನಮ್ಮ ದೇಶ ಹಾಳಾಗಿದೆ Brother...,kannanda,
ಗುರು ನಿನ್ ಹೇಳು ಪ್ರಕಾರ ಯಾರು ಮಾವಿನ್ ಸುಪೋರ್ಟ್ ಮಾಡ್ಬಾರ್ದು,kannanda,
Song starting English quote tegdu kannada dalle iddiddre chennagirtittu,kannanda,
Entha valle    trailer  ri   edu   great nKelhu   kachda   galu n  intha   prathibe galu   karnataka dalidru   n dudina aase ge   low   quality   movie  madi  nkannada andre   jana  intrest thoris  bardu   naa  thara   aprada   madthidare,kannanda,
ಸಿನಿಮಾ ಮನೋಜ್ಞವಾಗಿದೆ. ಮತ್ತೊಮ್ಮೆ ಮಗದೊಮ್ಮೆ ನೋಡಬೇಕೆನಿಸುವ ಚಿತ್ರ. ಪ್ರತಿಯೊಂದು ಪಾತ್ರವು ಮನಮುಟ್ಟುತ್ತದೆ. ಇಂತಹ ಚಿತ್ರಗಳನ್ನು ಕನ್ನಡಿಗರು ಎಂದಿಗೂ ಬಿಟ್ಟು ಕೊಡುವುದಿಲ್ಲ. ಚಿತ್ರಮಂದಿರಗಳದವರು ತಪ್ಪು ಕಲ್ಪನೆಯಲ್ಲಿದ್ದಾರೆ. ಚಿತ್ರವು ನಿಧಾನವಾಗಿ ಲಯಕ್ಕೆ ಮರಳುತ್ತಿತ್ತು. ದಯವಿಟ್ಟು ಚಿತ್ರಮಂದಿರಗಳ ಸಂಖ್ಯೆಯನ್ನು ಹೆಚ್ಚಿಸಿ.,kannanda,
@Karthik Gowda Dacchu hmm aythu dagarge hosa award kodtini bandli star antha helbidu,kannanda,
Super  bro,kannanda,
ಪ್ರಮೋಷನ್ ಕೊರತೆ ಇತ್ತು.. ದಿಯಾ ಸಿನಿಮಾಗೆ.. ಅದ್ಭುತ ಕನ್ನಡ ಚಿತ್ರ..,kannanda,
Pwoli saanam my#$...,kannanda,
IAS IPS madirorigintha politicians  ge value jasti iro namma vishala manassina Indians badlagovargu nnam desha beliyodu kasta ide,kannanda,
ಸೂಪರ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ.....ಅಜನೀಶ್ ಲೋಕನಾಥ್ ಏನ್ ಮ್ಯೂಸಿಕ್ ಗುರು ನಿಂದು...ಉಳಿದವರು ಕಂಡಂತೆ..ಕಿರಿಕಪಾರ್ಟಿ..ಅಕಿರ..ರಂಗಿತರಂಗ..ಬೆಲ್ ಬಾಟಮ್...ಪಡ್ಡೆಹುಲಿ...ಜಾನಿ ಜಾನಿ ಎಸ್ ಪಪ್ಪ...ವಾಸು...nಅಚ್ಚ ಕನ್ನಡ ಗೀತೆಗಳುnನೀನ್ ಕೊಟ್ಟಿರೋ ಫಿಲ್ಮ್ ಎಲ್ಲ ಮ್ಯೂಸಿಕ್ ಸೂಪರ್ ಹಿಟ್,kannanda,
ಅನವರತ mattu ಅವಿರತ eradu samana artha iro padagalu,kannanda,
#NAME?,kannanda,
@Kiccha Vitthal ಲೆ ಕುನ್ನಿ ಗಳ ಲುಚ್ಛನ್ ಫ್ಯಾನ್ಸ್ keldro mangya nan makla.. ನಿಮ್ಮ ಲುಚ್ಛನ್ ತರ ಬಕೆಟ್ ಹಿಡಿದು ಬೇರೆ ಲ್ಯಾಂಗ್ವೇಜ್ ಅವ,kannanda,
@TROLL MONSTER_KANNADA nNimm Todeya release gu modale damaar,kannanda,
Naa innomme e movie naodalla  avanajji eradu dina aytu hale hudgi nenapagi uta illa nidde illa sayotara annistide,kannanda,
ಮೈಸೂರು .ಎಂ.ಪಿ qhqjrjsrlfktiskg,kannanda,
Nimn Tarah Manisha Samaj ke Bhag you are great,kannanda,
Anna nin super anna,kannanda,
ಇದು ನಿಜಾನಾ ಗುರುವೇ,kannanda,
ಈ ಟ್ರೈಲರ್ ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಕೆರಿಯರ್ ನ ಬೆಸ್ಟ್ ಟ್ರೈಲರ್ ಒಳ್ಳೆಯದಾಗಲಿ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಫ್ರಮ್ ಅಪ್ಪು ಬಾಸ್ ಫ್ಯಾನ್ಸ್,kannanda,
D boss  fans full support. Successful hagli movie,kannanda,
@Yash cult Guru lo guru bere heroes na support maadidre nin gantenaadru hoguttaa? Ellaa actors avre depore,kannanda,
ಬಿಟ್ಟಸ್ಥಳ SA _a,kannanda,
Ultimate kannada movie super,kannanda,
Super bro keep doing bro,kannanda,
Awesome song ..guru ವಿಜಯ್ sir ವಾಯ್ಸ್ superb,kannanda,
ಫೆಂಟಾಸ್ಟಿಕ್ ಸಾಂಗ್ ಇನ್ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಫುಲ್ ಡಿಫರೆಂಟ್ ಟೈಪ್ song ಫುಲ್ ಗಿಚ್ಚ,kannanda,
yarappa ee hadannu dislike madiddu !!! mostly Rashmika 1.1k sarthi dislike maadirbeku ha ha ha ha,kannanda,
first time keldaga ista agalla amel kelta kelta kelbeku ansatte.. nimgu haage annista,kannanda,
Ee news reporters sutti balasi information helodanna dayamadi badalayisikolli,kannanda,
Nangu tumba ase movie nodbekanta adre movie near by yellu illa.,kannanda,
Views got struck,kannanda,
@Raj T yes,kannanda,
Super song rakshit sir ASN,kannanda,
#1 trending in India,kannanda,
ಕನ್ನಡಿಗರ ಪವರ್ ಕನ್ನಡಿಗರು  ತಾಕತ್ all pan  ಮೂವಿ  ಕನ್ನಡಿಗರು......,kannanda,
Tik tok beda Anna,kannanda,
Idu idu.. (1.56)actually bekagiddu..osm music,kannanda,
Uppi dialog ultimate ella sede nann maklu,kannanda,
Bro hindi language pls,kannanda,
Rashmika Thu..l.l.i irve ankoavro ondu like,kannanda,
Bollywood ki aukaat is movie ke aage kuch bhi nhi h it,kannanda,
Trailer looks soo promising,kannanda,
Super movie  bera level kannada industry kodithe bro yellaru miss madthe nodbaku,kannanda,
super super super song...,kannanda,
Good job.....,kannanda,
Namma deshadalli Somberigalu jaasthi..,kannanda,
Estella troll madidru roast madidru konege deshakke ago nastada bhagge gothadru inna tiktok vahiskondu bartharandre evrgella yen anbek guru...??. nnikal lawde,kannanda,
ದಿಯಾ' ಸಿನಿಮಾ ನಾಯಕಿಗೆ 'ಅತ್ಯುತ್ತಮ ನಟಿ' ಅವಾರ್ಡ್ ಕೊಡಲಿಲ್ಲ ಅಂದ್ರೆ ಆಯ್ಕೆ ಸಮಿತಿಗೆ ಮೆಟ್ಟ್ ಮೆಟ್ಟಲ್ಲೇ ಹೊಡಿತೀವಿ.,kannanda,
E movie li evre nan fav,kannanda,
ಒಬ್ಬ ನಟ  ಡ್ರೈವಿಂಗ್ ಮಾಡ್ತಿದಾರೆ ಇದು ನೋವಿನ ಸಂಗತಿ ಒಪ್ಪೀ ಕೊಳ್ಳೋಣ.  ಆದ್ರೆ ಒಬ್ಬ ಸಾಮಾನ್ಯ ಮನುಷ್ಯ ಡ್ರೈವಿಂಗ್ ಮಾಡ್ಕೊಂಡೆ ಜೀವ್ನ ಮಾಡ್ತಿರ್ಥನೆ ಅನ್ನೋದನ್ನ ಮರೀಬೇಡಿ ಸ್ನೇಹಿತರೆ,kannanda,
E film baari ede ante guru nodle beku,kannanda,
@Unity of India ನಾವೂ ಬ್ರಹ್ಮಣರು ಆಗುವುದಿಲ್ಲ ಏಕೆಂದ್ರೆ ಅವರು ಅಂಧಕಾರಲಿ  ಬದುಕುತಾರೆ ನಾವು ಗಳೂ ಹಿಂದೂಗಳೇ ಆದ್ರೆ ಹಿಂ�,kannanda,
Volledagli sir nimge,kannanda,
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,kannanda,
@Troll Stupid Fanslo gaandu thulle school ge henu raja kottavra child nan magane balegara fanu hogu school ge hogi hodkondiru sumne yake baiskothiya,kannanda,
Innodhu viruss bandhidhyalla China dalli mungusi viruss adra bagge thilsi,kannanda,
Worst = Raaja-kiyanBest = prajaa-kiya,kannanda,
ಕಿರಿಕ್ ಕರ್ಣನ ಹೊಸ ಅವತಾರ - ಶ್ರೀಮನ್ನಾರಾಯಣ,kannanda,
Music super,kannanda,
Best madali olle  belavanige next level sandalwood,kannanda,
Navu. Rent tagondu,kannanda,
RIP kannada film chamber.No proper plannings.,kannanda,
ನಾನು ಕೂಡ ಬಿಟ್ಟಿಯಾಗಿ ನೋಡಿದೇನಿ ನನಗೆ ಒಂತರಾ ಮನಸ್ಸಿಗೆ ನೋವು ಆಗ್ತಾ ಇದೆ ನಾನು ಸಿನಿಮಾ ಗೆದ್ದಿದೆ ಬಟ್ ದುಡ್ಡು ಬರಲಿಲ್ಲ ಸಿನಿಮಾಗೆ,kannanda,
Superb song,kannanda,
Nev helerodu tappe illa sir,kannanda,
Please intha cinemagalannu     gellisona ......namma hemmeya Kannada cinema,kannanda,
Superb song Guru,kannanda,
@Dhee Pu adu hachchagannda allappa achchakannada,kannanda,
Super song all the best from Shivaraj Kumar fans,kannanda,
Rock Siddu yaako gaandu soole magane naanu ninna thangina rape maadidna.. yelo mathannu ole mathanaadu.. nanagu baahi ide.. nanage gothilade thapagide.. Neenu mathado reethi badalisiko ...,kannanda,
@Chirag CHIRU le child chapati gala..... artha maadkolli..... film chennagidre yaar hero ne irli.... naan nodtini.... nim booos aagli,kannanda,
Bejar manporchi #PruthviAmber,kannanda,
ಲೈಕ್ ಯಾಪಿ ಚಿನ್ನದ ತಾನೆ,kannanda,
Nkn benki song....#ASN,kannanda,
Super meaning song,kannanda,
Bro tiktok ban agide adhre barute ide swalpa settings ge hogi Language Change madi  Barute,kannanda,
Sir.nivu superb sir.,kannanda,
Friend's Block tickets kuda sigalla,kannanda,
Gentlemen full movie linkn,kannanda,
Matte Hands up enu?,kannanda,
32 million boys ..,kannanda,
Super song,kannanda,
Namboke sadyane illa,kannanda,
ಅಬ್ಬಾ ಎಂತಹ bgm,kannanda,
Anusha Kumarswamy yes,kannanda,
ವಾವ್ ಶೆಟ್ರೇ ಅದ್ಭುತ,kannanda,
ಸಾಹಿತ್ಯ ಅಧ್ಬುತ nಸಿನಿಮಾ 100 ದಿನವು ಅಧ್ಬುತ nಯಶಸ್ಸು ಕಾಣಲಿ,kannanda,
@Nithya Sudha avaru devategalu devategalige Ella bhashe barutte,kannanda,
Abbbbaa super tik tok ban ayithu,kannanda,
My favorite song,kannanda,
GTA 5 bro,kannanda,
ಬಿಂದು ಗೌಡ ಟಿಕ್ ಟಾಕ್  ಬ್ಯಾನ್ ಆಯಿತು ಮನೇಲಿ ಪಾತ್ರೆ ತೊಳಿ,kannanda,
ಅವನ ಲೆವಲೇ ಬೇರೇ,kannanda,
all India kicha sudeep fanz like,kannanda,
Ur super guru,kannanda,
@Nandi Parthasarathi ನಿಮ್ಮ ಅಪ್ಪ ದೊಡ್ ಗಾಂಡು ಸೂಳೆಮಗ,kannanda,
Hands up,kannanda,
ಸಾರ್  ಇದು ಕಲ್ಪನೆಯ ಕಥೆಯ ಏನು ನಿಜವಾದ ಕಥನ,kannanda,
Anjali Devi  hiiii,kannanda,
@VARAPRASAD K K Darshan sir fan agi ist local agi mathadada,kannanda,
very nice tippa story,kannanda,
ಭಾರೀ ಚಲೋ ಅಯ್ತ್ರಿ,kannanda,
Sorry theaters ge bardiddakke....best movie,kannanda,
ನಿಜವಾಗ್ಲೂ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ.... song Rakshith sir.. all the very best..,kannanda,
ನಮ್ಮದೇಶ ದ ಕತೆ ಇಷ್ಟೆ ಕಣೋಪ್ಪ,kannanda,
ಹೌದು ಸ್ವಾಮಿ ಇಂತ ನನ್ ಮಕ್ಕಳಿಗೆ ಎಷ್ಟು ಉಗಿದರೂ ಬುದ್ಧಿ ಬರಲ್ಲ ನಮ್ಮಲ್ಲೇ ಹೌರೆ ಶತ್ರುಗಳು ಐ ಡೋಂಟ್ ಲೈಕ್ ಚೈನಾ,kannanda,
ಅದ್ಬುತವಾಗಿದೆ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ಚಿತ್ರದ ಹಾಡು ಹ್ಯಾಂಡ್ಸಪ್,kannanda,
First time kannada movie film video song full bittirodu,kannanda,
slum dialogue pogaru,kannanda,
ಅಭಿಮಾನಿ ಅನ್ನೋದು ದೊಡ್ಡ ಮಾತು,kannanda,
ಸಾರ್ ನಿಮ್ ತಂದೆಯವರ ಅಭಿನಯ ನೋಡ್ತಾ ಇದ್ರೆ ಏನೊ ಹಳೇದೆಲ್ಲಾ ನೆನಪಿಗೆ ಬಂದು ಅಳು ಬರುತ್ತೆ.. ಆ ರೀತಿ ಮನಸ್ಸನ್ನೆ ಕರಗಿಸೊ ಕಲೆ ಅವರಲ್ಲಿತ್ತು. ಅಂತಹವರ ಮಗನಾಗಿ ಹುಟ್ಟಿದ್ದು ನಿಮ್ಮ ಪೂರ್ವ ಜನ್ಮದ ಪುಣ್ಯ ಅಂದ್ರು ತಪ್ಪಾಗುತ್ತೆ.. ಒಳ್ಳೇದಾಗ್ಲಿ ಸರ್.. ಎಲ್ರೂ ಸಾಯೋದೆ.. ಅಲ್ಲಿವರೆಗೂ ಖುಷಿಯಾಗಿರ್ಬೇಕು ಅಷ್ಟೇ..! ದೇವ್ರ್ ಒಳ್ಳೆದ್ ಮಾಡ್ಲಿ ನಿಮ್ಗೆ,kannanda,
@Nandi Parthasarathi kurishetra alla adu kurukshetra 🤣,kannanda,
Sir ondu mathu nange thumba esta aithu ಹೂಗಳಿಕೆ ಹೂಟ್ಟೆ ತುಂಬಿಸಲ್ಲ ದುಡಿಮೆ ಹೂಟ್ಟೆ ತುಂಬಿಸತ್ತೆ ನಿಜ ಸರ್,kannanda,
Music superaagi kottidiya guru,kannanda,
jai d boss,kannanda,
Film yavaga release?,kannanda,
@Naveen R Naan sigapu manithan,kannanda,
ನಂಬಲಾದ ವಿಸ್ಮಯ ಸಂಗತಿಗಳು ಅದೆಷ್ಟು ಇವೆ ನಂಬಲು ಆಗದೆ ಇದ್ದರು ಸತ್ಯವೇ ಆಗಿರುತ್ತವೆ,kannanda,
E story kelidre yent dukha kuda maribahudu very nice story,kannanda,
@satishnithyanandam nin yogyathege meeri mathgal aadbardu.,kannanda,
Iii prends yaradru edira,kannanda,
D boss fans like here,kannanda,
Super guru Ella record break made madtira guru nivu i love sir,kannanda,
Asn jai kannada,kannanda,
E song kelta idre eno ondu tara feel agutte. Enadru e music film nalli allalli saddu madta idre film pakka industry hit. All the best ASN from D BOSS FANS,kannanda,
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,kannanda,
Hindi song ka ling do please,kannanda,
Kannada film industry ge mattondu gari,kannanda,
Super guru,kannanda,
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,kannanda,
444444 super 30,kannanda,
ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ. ಈ ಚಿತ್ರ ಶತ ದಿನೋತ್ಸವ ಆಚರಿಸಲಿ.,kannanda,
ಚೀನಾ ಒಂದು ವಿಷಯಕ್ಕೆ ಇಷ್ಟ ಆಗುತ್ತೆ nಏನೆಂದರೆ,kannanda,
Vijay Prakash sakkath Voice,kannanda,
Nikistark x promotion chennagi idrunu bere language ge jaathi priority kodtare....nam state li kannada movie ge support madalla distributors..,kannanda,
Amazon prime music ali ide.,kannanda,
ಅತ್ಯುತ್ತಮ ಪ್ರಯತ್ನ ಶುಭವಾಗಲಿ,kannanda,
Flare gun at 1,kannanda,not-Kannada
@MADHU S B,kannanda,
@Nandi Parthasarathi nin Amman sule magane nin number send gandu,kannanda,
Nanu 14 sala nodidha movie idhu,kannanda,
@Nandi Parthasarathi ಎಷ್ಟು ಲೀಟರ್ ಹಾಲು ಕೊಡ್ತೀಯಾ ನಂದಿನಿ,kannanda,
Film nodidmele ee song ge addict aadavaru like maadinYalllrigu thanks for 1000 likes,kannanda,
Actually idu chenagirodu,kannanda,
ಉಳಿದವರು ಕಂಡಂತೆ ಪಾರ್ಟ್ 2,kannanda,
Lo gaandu nan magne d boss fans yake sata tariyoke dislike madtara nBere avru nodi urkolokke en avru bucket and balegara fans he,kannanda,
ಬನ್ನಿ ಸರ್ ನಾವು driver ರೆ ದೇವರು ಯಾರಿಗೂ ಅನ್ಯಾಯ ಮಾಡೋಲ್ಲ  ನಮ್ಮ ಪಾಲಿಗೆ ಬಂದಿದ್ದನ್ನ ನಾವು ಅನುಭವಿಸಲೇ ಬೇಕು.....god bless you sir,kannanda,
Yaru nammamatu kelalla avarige tochiddu avaru madtare,kannanda,
Yeshto dinagal nantra sanchari vinay avranna nodi kushi aithu,kannanda,
Bgm and dance super,kannanda,
E varsha bad news Keli Keli saakagittu...first good news of 2020,kannanda,
Hindi nahi hai kya,kannanda,
ನಾನು ಚಿಕ್ಕವನಾಗಿದ್ದಾಗ ಕೇಳಿದ ಈ ತೊಗರಿ ತಿಪ್ಪನ ಕಥೆ ಈಗ ಮತ್ತೆ ಕೇಳಿ ನನ್ನ ಮನಸ್ಸು ಸಂತೋಷವಾಗಿದೆ ಸೂಪರ್ ತೊಗರಿ ತಿಪ್ಪ,kannanda,
Sampoorna kannadada hadu thumba channagide,kannanda,
ಅಚ್ಚ ಕನ್ನಡ ಹಾಡಿಗೆ HANDSUP ಎಂಬ ದೃಷ್ಟಿ ಚುಕ್ಕೆ.,kannanda,
Kachada Nan nagini gane,kannanda,
Histu hellidri adre nimma background video pubg du kudanu Chinese howrde alwa first ninu pubg na stop madinNinu heliddu nanu tappu andilla adre hobbarige helo munche nanu correct agirabeku  k manDon't feel bad anna,kannanda,
Anjali Devi hi,kannanda,
niv helid nija star antha bere akotidru karma,kannanda,
Lo nin d filme odtilla modlu anv film nodro amele bere filmge sprt madu sumne comnt akbitre film odbidutta bari builduppu,kannanda,
ಹ್ಯಾಂಡ್ ಸಪ್ ಅನವರತ,kannanda,
D.boss kade inda dodda wel come madtivi,kannanda,
...so am I,kannanda,
Super song,kannanda,
Bro super nive,kannanda,
Rakshith Shetty fans ondu like kodi nn,kannanda,
song's1 idena 🤔,kannanda,
ಎಲ್ಲಿ ವರೆಗು.ನಿವು ಟೈಟಲ್ ಕೆಳಿ ಸಿನಿಮಾ ಒಪ್ಪಿ ಕೊಳ್ಳುತ್ತಿರೊ.ಅಲ್ಲಿವರೆಗೆ ನಿಮ್ಮ ಯಶಸ್ಸಿನ ಬಾಗಿಲ ನಿಮ್ಮ ಪಕ್ಕದಲ್ಲಿ ಇರುತ್ತೆ ವಿನಃ ಅದು ತೆರೆಯಲ್ಲ.ಅಣ್ಣ ನಮ್ಮಂತ ಮಾಸ್ ಆಡಿಯನ್ಸ್ ಗೆnನಿವು ತುಂಬ ಒಳ್ಳೆಯ ನಟ..ಸ್ವಲ್ಪ ಎಚ್ಚರಿಕೆಯಿಂದ ಕಥೆನ ಸೆಲೆಕ್ಟ್ ಮಾಡಿ..ನಿಮಗೆ ಕಂಡಿತ ಒಳ್ಳೆಯದಾಗುತ್ತೆ..,kannanda,
Good song nPakka hit agutha,kannanda,
100 days pakka,kannanda,
super song ma,kannanda,
Nanu yash sudeep darshan appu cinema bittu yardu nodalla,kannanda,
All the BEST SANDALWOODಒಡೆಯಾ ಡೀ ಬಾಸ್ ಫ್ಯಾನ್ಸ್,kannanda,
ಅದ್ಬುತ ಕಲೆ ಸಾಹಿತ್ಯ ಸಂಗೀತ ಗಾಯನ,kannanda,
Super song,kannanda,
Telugu lyrics super,kannanda,
Movie is awesome,kannanda,
@Chennabasamma Uma Lagu nodri cholo ithi film,kannanda,
ಇದು ಒಳ್ಳೆಯ ಹಾಡು...ಒಳ್ಳೆಯ ಹಾಡುಗಳು ಕೇಳ್ತಾ ಕೇಳ್ತಾ ಇಷ್ಟ ಆಗುತ್ತವೆ...,kannanda,
Avara sarvadhukaranu plus point adre Alli sarvadhikarirana deshada heligegaagi use maadiddare.,kannanda,
@Nikistark x,kannanda,
Nim uru yavdu,kannanda,
I love Rakshith,kannanda,
Bro...nNeen este Roast madudru...China ne beku anthare ivrnella gun thagond shoot madbeku aagadru India dalli eetara Desha virodhi galu sattadru saythare... Nin video nodi actually innondsari tiktok alla mbl muttoku nin permission kelbeku... nInnond strong aagi video madu guru...,kannanda,
